bncc_component_id,cc_component_id,similarity,match_tier
f0dda911-ba7e-4842-994a-18d8e984f653,52f73b9c-7380-4979-80a6-7a47be53ab4b,0.12,merge
432c8d6a-98fc-4471-ab7d-9473e2f5f38b,c9c6fa52-e68d-4233-85d2-a0afb6d6cf93,0.1879,link
a6c549d1-c6ad-453c-829a-367587b3bdd2,728fdc27-5a4c-42a7-aaef-fff55d511bb9,0.2447,merge
7b3dd9d3-0b06-471e-8690-032877e2c412,cd42ec57-2195-40b9-88ee-35e466a2a308,0.1726,link
5dedb8a1-d061-4a66-8d19-86cdc3e92e9e,100b7f4d-5152-4923-b7b6-e8fe28fe7531,0.2209,link
cd1388c5-105b-48f9-b33b-d015c4892431,ab3aec8b-a011-48f8-89d1-f9fa8a03a8e3,0.1101,link
f468a7f2-9e3f-4a93-bca1-a9a2df8826cd,418bd4f4-5879-4ad2-9706-23ecd8dffa94,0.2188,link
79335231-e0ff-460f-9cef-f13d7cb390ab,52f73b9c-7380-4979-80a6-7a47be53ab4b,0.1474,link
1d39e23c-7c72-44be-9d6e-ea70ec57c6d2,c5d93f7c-3dce-4f76-89a8-de6bf8140b43,0.2186,merge
c3405583-2dd6-4b85-a9f9-658640b59f11,295f466a-9913-4f1e-9537-237ed8693158,0.1888,link
0e77bc60-8a94-4859-95db-5f52238295d5,1ed1e50d-5c2d-4f26-9d1b-c21d669534ae,0.2665,link
51ca1449-06a0-4625-bbf8-203ee867d6f1,0572f32b-31bf-4d0e-a11f-021807563c49,0.3392,link
798b1474-0a00-4f7b-a90e-18ec630e3191,11c1397e-c630-483f-a2b3-7b3da546f059,0.3506,merge
d9d5c0db-b8c8-4148-a4ec-bcb6a3e14e7f,52f73b9c-7380-4979-80a6-7a47be53ab4b,0.1466,merge
6764875a-ede2-4e28-b7ba-e01a0cbbc0a8,3c370afa-8d44-42ad-8b90-9cd67d46581a,0.1142,link
e3d72b7c-f713-4391-8dde-a3c69bc1af33,696c782a-b182-4580-8725-71870ff9b9f9,0.254,link
d0567088-3aca-498d-84ea-d56542c01a40,bed5ee93-2414-4f90-8c96-1b8ad4b43cef,0.204,none
28c640b9-d3cd-42a6-b79c-e9cd3ec91678,107295c0-e69e-40bf-93e7-2b4e6c9d8ee9,0.3614,link
d72795d5-9d40-426b-ad15-04e474934047,a36ff16b-9dee-4dc4-940b-011b23c2484c,0.1779,link
0f78d271-a53e-4746-a3c5-7b7681a69fd3,90842943-7b62-4f85-9f8e-c4242563835e,0.3377,merge
974f9d0e-88e3-4d5a-9729-e1ef35fc61f3,72e4d037-bc2b-41a4-a53c-4d4671d43263,0.1238,link
d7ccbca2-d1f6-4c8b-b028-d59f562d4e43,564ce453-444b-4c06-9b33-7b62329cc45a,0.2243,none
da5728e4-cf93-40ff-a8e4-dfbad2c330d1,cb7502b9-04f1-4bd0-a092-3a59eb838751,0.2108,merge
f02ab28d-c6b1-4831-9c94-0e5957ca0297,29c1cac8-04f6-4639-8e8e-d809b025327b,0.1214,link
01b50232-283a-4224-9df2-21cbc5cf7661,27d88de6-5463-4061-866f-0bba2bf4be1f,0.207,merge
df5a35eb-248f-4321-b4a1-39c20189276a,3dc7587d-b188-4591-9eb2-a7c57a2d09c3,0.0847,none
39406590-b6e7-4ee6-8d13-49f09c631bfb,8740caeb-02ff-4255-b02d-7b5d78051ab4,0.3022,merge
df5121c5-00fc-47b5-ab01-ff2fba40f388,2c542028-4403-4e5d-a098-59a78cf45397,0.156,link
da7adbbe-bee0-463c-8f1d-f3309a51befc,8b88a741-1238-45c1-8e48-f250d7e564c7,0.3561,merge
38c0c944-06f6-428a-bdaf-7793c92ef509,afc8fbfd-58a7-401b-88e6-0eaae356f6e0,0.2712,merge
4c7e40a5-031b-4bca-9327-e87ef47a0719,4c69eafa-6851-4746-85b6-0bdabb1d1ec7,0.3097,merge
6a7328eb-433c-4cb7-9abf-bb7733b5b37f,bff02455-e44f-47ed-a0d7-91412f947260,0.3333,link
6a7e22c3-e5ee-4a93-9fea-ed814503cb66,449668a9-2af6-4430-a754-b709ee59f6e3,0.3762,link
b998afaf-7c73-4142-93a3-3770137305ce,e078250b-068c-43fc-9484-b31c2b7d12e8,0.1049,none
7e7c6e07-c52f-4d86-b366-fd59faca3207,b502a715-d1b6-4cd1-9173-16505ee8ea3b,0.1385,none
3cbbdb17-8a11-442b-bd01-a4ab3888dd0d,4b877474-165f-451d-a681-4f3f0316a022,0.0907,none
43b58b96-ef0e-4edd-bed6-d44b48c289f8,08aec5a3-30e5-4abe-93cd-dec780e888df,0.1843,none
315c6e48-78fe-440e-b53a-b7aec7a89161,d62c0c9d-4386-42e5-bc07-b574f9cce4cb,0.3936,merge
3acc0fad-12f0-4099-a21c-e9253ec2fed3,79bf3481-d6b0-4169-8f1d-4780f3f0bad0,0.2341,link
f26e5ee1-a489-46f9-ae6b-a36f80d8d0d5,d06bc5c9-e04e-4cd3-b360-053537e45341,0.1398,none
dddddad8-85ec-4921-84a4-d951de06ec3d,ea44488b-c63b-4db3-b0b8-d98a3b1fc766,0.3974,link
3d198392-775e-4760-852d-92268bcb7dc0,ea44488b-c63b-4db3-b0b8-d98a3b1fc766,0.3941,link
48e81a3e-be23-4f31-afb3-5648b2b304ed,67a619e3-dcff-4608-bad8-bfcf40d6790a,0.2512,merge
4dc373d8-8b6d-42ad-839e-a442c9074f92,b34656b8-4c93-48be-8da8-d04ee269f665,0.2193,none
43a50b01-eed0-42ed-9294-70b46d8f31cb,2ea12786-ecd3-47fe-b8e7-041a2e3a38b5,0.1493,link
eaa7d8f4-e14d-4ac0-8d90-a4d66cb88609,6d8fd163-366a-4d77-9215-dab99ccf7993,0.2945,merge
6c8ea260-3cf4-4b18-a4d2-40dd0b092bb1,776235c6-d9ef-4a19-b229-03178625615e,0.2241,link
5c11e818-952c-4c41-a6ef-2e6e4efc289b,2f5de8f9-3e4a-49ad-90c2-9c1ac00ec43c,0.1828,link
ab0d0310-3729-4e47-8e5f-8c1f63c92223,cc4722a6-2a1e-4ac7-8291-e509ec450ce5,0.3168,merge
677cbc12-025e-4894-bd22-1813c17e52fc,91453d5b-e1b4-43f0-ba99-8e20062ecf8f,0.3865,link
79b885a3-5ed3-49af-9dd0-2e6eb49cf384,4c69eafa-6851-4746-85b6-0bdabb1d1ec7,0.2294,merge
c009d3a8-6222-414c-ad93-5036f52c8e82,2f5de8f9-3e4a-49ad-90c2-9c1ac00ec43c,0.131,link
74b1bacf-6813-489c-b1fd-1acfe0b4e328,731b205e-a0ba-421e-9411-39db63b7c08e,0.1348,none
85a0905f-b411-4fbc-988c-7e09dc2dc42b,212021af-cf45-4401-9204-d05f715321e4,0.2764,link
8b69f69c-debb-41d1-9df2-85579c88a9c4,395f4faf-9722-4085-9280-9a35c9658b56,0.1745,link
5513bd0e-23be-4940-bb4e-6c7b5e48c740,e6412c88-ec5e-4ece-87a0-a223273fdaf4,0.2605,merge
46e88182-5c96-4504-99bd-e5fa7ba6703c,2b6e7906-96e8-445b-8545-cad9968061d4,0.2301,link
a5b0aaca-1857-484e-920b-9fc71a400ddc,a60aa72e-6449-460a-9208-6fd8c42b9867,0.2531,merge
6839d7c0-ec5f-4ff0-99f0-07bbba800eb4,407c4d2d-d940-422d-9120-9951620ab7c4,0.2262,merge
7599f29e-e226-408f-ba69-f5e040624911,53d44219-a40d-4698-bb72-83a3d7d7f2f0,0.1608,link
8af31bce-2d52-46a6-a716-cc0fb10c043f,ea44488b-c63b-4db3-b0b8-d98a3b1fc766,0.4102,link
baf6aeb9-94dc-4b9c-b28b-781281428369,2943b0de-64d0-4033-b154-aff1bdec6c5c,0.1858,link
164a6b8e-33f7-4957-9bf9-e1c526ffa330,72e57534-3976-42d0-8230-f62f46d36555,0.1138,link
e52b7bd2-6869-40b9-be51-7e3946555f67,0e2c2977-2d7c-4eb8-ab69-1c6584728614,0.163,link
0d69b0af-b0e1-4c64-9812-446aa1d0e91c,54ac6be9-fc1e-4aa2-9d18-cc0a4c4d4598,0.3095,merge
b4322eb0-516f-47c6-8202-1b8bc32d1bda,f8fc0316-88e0-4bdb-8c1d-40d3d227ac0a,0.1328,link_regional
75ea17fe-af4f-4b6e-afc6-9beaf0f246e5,0256bb03-b25f-4c48-bd53-fd481b10dd25,0.1679,link
5069fc8b-f5a8-4ccb-a68c-d7f0abc6f65c,950eaf3c-ca3f-4157-9ba6-527bb98eaff0,0.1215,link
c4073ab6-560b-40f9-9e9d-d9f927f97bb3,20a3ad89-e58b-4cdc-8f04-d4012d46082b,0.1444,link_regional
18dbed75-20e3-4f1c-8af1-d052d9ffb10d,40c448de-b9c1-4ce6-9d20-6b0d04b5ff00,0.1767,none
d04a2437-ecd6-4b03-94aa-651621a6ee56,41818481-d727-4251-9e46-633786b49286,0.0968,link
15d11800-afd8-4809-9256-2de96c0adb57,fd051411-f9a6-4277-95c1-c6d6cbaa9dc0,0.1337,none
f6667bd2-afa2-4dea-8a45-c351da0951fc,2039c6d9-9d2f-4d5c-a373-3e3495bc5408,0.1745,link
24819a10-8dca-4c30-8890-f9ea96d38d03,f31a64ba-ff2c-4414-b0af-94cf45e4578d,0.0904,link
4203ae41-c8ce-4aff-9ef9-f12820038964,42b94c70-f691-457d-8304-d5b376323eb6,0.1493,link
88f6300e-ac99-4f76-9b7d-522caf1b1d4a,aa8bcdb7-2805-4171-ba84-7a6c05b87eb5,0.0781,link
554cec9b-c113-4f15-8979-d5527a759225,edf8ccd5-43bf-47a7-b8af-4d479751071d,0.2162,link
510973e3-09ee-48fe-9ebd-c233ac667bc8,598f9e0f-8f34-4327-8c51-ea78096fc499,0.1987,link
bc691736-981d-4e37-a08d-c4bf1554e03f,c8df6eb5-9647-4c1c-80f5-2062f8d32a83,0.1809,none
855425d7-fd80-42c8-9620-43bf73e07b3a,ab412791-b29e-4dc4-aeea-2a010ea137b6,0.2042,link
ec761141-c2f9-4729-9f81-9dbfe341dc90,8856df85-e29c-4971-80e0-d795eefc4550,0.1647,link
65ba2278-82e7-406c-892d-b73e2e54b685,7a61e46c-7769-4deb-ba68-5b3c9158499e,0.1732,link
45b44545-f952-4c5d-ad31-9355a21ef500,4e22f85b-02d5-4b1b-bd20-066cee5ecb2f,0.2655,link
938224ef-4ed2-484c-b531-6ad81a04f3fb,6f6eb5b6-d13d-4bd7-9e8a-aed3f830f30a,0.1738,link
45461b8a-db67-40cb-9425-aeffc22d16a4,893fbe8f-ccd3-47e9-b6c7-564de8c8a7da,0.1298,none
6697ee45-62e6-467f-af29-fb5f4ad33e8d,334498c0-7b3d-4031-a95e-ee9ad8c2253a,0.1814,link
862c3fe9-793b-4da6-a235-795c60a64dc8,497efb57-82a1-4b71-95b4-03e170750f29,0.1108,link
19755aad-c32d-4e41-adb4-7be60344cd45,6f1948fe-6b46-4786-befb-65b69ebadad9,0.4464,merge
70dc7c6e-e2bf-46f1-bb34-b473c8de5c07,5804d310-a546-495b-8519-1c2bbfac758c,0.3894,merge
44444d1e-6ca1-4c40-8553-c90bedf4e9d1,49a9abe3-158f-40e1-a181-a847e9b8ea62,0.1914,link
022a19c0-b220-474e-a90d-3c879e87ef32,0baf2ce6-30bd-460a-9ce9-bc496fd53858,0.2754,merge
c5bb6cb3-c015-4f26-86fd-f9df26bfe4cc,6629a31f-291c-4357-a5d7-f92401d572c0,0.1983,merge
27c62683-d56d-4eca-8e82-c5f02a8495cc,31d3d4f0-2799-4c5f-a8dd-bcea34bce29b,0.1102,none
a8b921c1-8029-41ae-92e1-4f1bc48e8171,f498b24a-bf6f-4fdd-8be6-5819ef1f8780,0.0971,link
dbdf7b78-43e8-42e6-90dc-9a3ae9b1c9fa,549e7ae7-71b8-4e07-a816-a78959fda731,0.1873,link
d024a124-0bb2-46ee-a866-84ee8544a553,e6a6162e-9785-4a86-ace9-05a9bdc02bd8,0.122,link
09035375-772d-4d90-88a4-e6f3d926a026,43cabf23-a3a4-4c9a-b240-1eea9c3cc68e,0.1391,link
c1c1d96f-2495-47c5-8844-8f16175d3ec7,f498b24a-bf6f-4fdd-8be6-5819ef1f8780,0.126,link
c9d4b6b1-8b91-4ea3-bade-3b1491488fea,d8e35819-15d0-4d8a-8013-9fd76a46876b,0.2354,merge
8e5635f3-24e2-4e6a-9fbf-3fbb291d3be3,c2c4a427-d7e6-4e42-8cb4-c1010509d5e0,0.17,link
a910a27b-7244-4df1-a897-3e32568ce85e,8714abfc-1e6d-4947-88b3-1f08f5a9479c,0.2798,link
b2edcd45-1bd8-436c-82fa-db0e42ae605e,2d20a3b8-8b7b-45ab-9a99-97f25de96b5c,0.1572,link
ec719cd8-35b5-4f3b-91cc-e1d9474ddb64,ec0b176e-19eb-41d5-a0c2-9f42a37cd788,0.5029,merge
8dc28553-0cc2-47b3-a8e1-7a5e53c9691d,1b5d3bb4-5faa-40f4-9379-2faad35cce1a,0.3135,merge
e4f3dfc3-cc02-4f26-b564-6cc1286e5323,a76852bf-ee52-4a2b-8f02-e6aaf8134ae0,0.2206,link
f84a230e-4a2e-4886-9a49-388acf1da6ab,0669ae14-a2aa-46ce-b453-f1712591b4f4,0.0408,none
d6df1b3f-81b6-43c6-b35e-2708d2f138dd,6c3672a4-6fc3-4b7b-9d32-3e66433bc689,0.1401,none
399546de-22c9-4175-98b0-ec13185c471b,b570066b-db9a-40a2-845c-5ba51dfe1ef3,0.1761,link
72e68e64-cbc2-45eb-a601-19fc9d517537,9df4d837-d5f8-4d1f-bfaa-f04aae7ec62c,0.1368,none
8db9041c-73b8-4f4d-b84a-7fd4337f0faa,bdd6148b-6da3-4d1e-b94e-c54b50b61a05,0.2189,none
9cf6a1a3-c885-4b80-8424-96c69cf5dc72,0e84e7f6-039b-4744-8eec-e51dc4fdde9e,0.2686,none
f80cdf48-64c9-4195-a6a2-9c7608c26e72,88e138b8-544b-4143-954b-7feb4e26e89a,0.2976,none
fa76277f-6b4f-419d-bb5f-bb2c0625e54c,1e3fcdc7-1a1b-4856-b21d-e20c26a3f213,0.5088,merge
74f100a2-5488-4b87-9615-e68d92e2327c,3e1a2d92-208d-4be3-be68-f15aa7082506,0.5287,link
7b68db90-9e43-454c-9ccb-db93587b662c,2f56d52a-7839-4b8b-9b54-eff9cc2dd749,0.1871,link
40c63807-415e-4e79-8517-fcbc9b3cf038,ffba4cb7-84b5-481b-bbc5-f8c4cd635134,0.1523,link
5c8796c7-710f-465f-8fb7-0870fc5c561f,4b8ae4ac-e390-47da-8e46-6f036acd1c7c,0.1451,link
88fdb39e-8c61-4d69-b82a-d9d4c7aa8094,02e13700-076c-4d3e-bb10-c97302233387,0.1205,none
2bb10da9-ba7e-4b6b-bdc6-84276b437ef9,88e138b8-544b-4143-954b-7feb4e26e89a,0.117,link
1361c64c-19e3-42d6-89db-fe1bb5830e75,e9d34933-48d3-4b52-940d-4b5b3f8525d8,0.1363,none
a8a96636-c918-4ef7-a2b7-be75ce62c02b,acb26621-8e6b-407a-a3d4-8cdcb8f589aa,0.1926,link_regional
e6a2bbc3-8714-4ae2-8207-cd752b32843f,06da0b4f-e0f5-479b-b748-6e6f09d92a15,0.2105,link
3b439e16-88ae-435e-8efc-79c0c11f8174,563d896a-75d0-4fb0-8d5a-9e70361d774b,0.322,merge
85231772-3fa8-4792-8880-f4fe4502e3ff,45bf24ee-e426-4caf-aba8-41081b4c4299,0.189,link
1d749a2b-635c-4f44-b6bd-1ad716d4f22e,8714abfc-1e6d-4947-88b3-1f08f5a9479c,0.2303,link
de0952f4-1003-459c-88d1-b5313b4d1760,a8bca3a9-2c43-4937-a11c-b89ce686ee55,0.3106,none
a8ace160-7879-4b79-ae60-3698e4b23a21,df643a8c-0cff-458d-9ac7-309297373da4,0.0924,link
f9287867-14c5-4dbc-ae11-c3c205592ce8,d8e35819-15d0-4d8a-8013-9fd76a46876b,0.1633,link
6f8055f2-2b6b-460c-9d03-9e47ea5d365a,17c98dc2-e8c3-4c2e-b26b-c6514398dcab,0.3946,merge
dff20354-4302-4bcf-8bba-dc86b46e47f7,0c688fe4-2704-44b7-9c99-2d7c8ac7a1ff,0.2823,none
4d7e776a-3402-4069-ae1d-1fcb3fe8cf5e,fcac7c5a-8a04-4b04-a2dd-000be078d68d,0.3183,none
e4aaa7ed-7d3e-4188-b123-4cb3542e3768,08df85bd-4c73-4d50-8721-1f0f03ece460,0.1106,none
3538e057-145a-4ed6-8b86-07d1d9ba82c4,1e5a97b7-6504-4d58-bd9a-bd3c2f2433c1,0.2128,link
684873b2-e943-49eb-ba7e-89f45c7ca08e,cf17bedd-ac6e-4ad2-9e79-2298e8f58f0e,0.157,link
e819148b-a23e-4305-8cd7-22205e9dd533,b597a009-0fa1-48f4-b1c7-1a5ca208acd4,0.1172,link
d8c9c5a9-84cc-48f0-aa12-6594bb9119d3,ea44488b-c63b-4db3-b0b8-d98a3b1fc766,0.2885,link
4bd9e1ac-8d35-470e-a918-e9afcbc333fa,9d41c25f-7e0a-4042-bd74-6427b4d456db,0.0985,link
7c5f7017-afb7-491f-8f6b-8437d221ccb4,9fded250-100b-4cb2-8d29-4923fa0c765e,0.1858,link
8d8b8c18-0c80-4f4a-9a15-aa2a55b5ae48,2ad593d5-1a39-48b9-9850-5672ad68175b,0.4204,link_regional
d30adc09-d0e4-4c2f-bf0b-336f2e5b3b0b,423d1623-8574-433d-8502-98c00d94778f,0.1597,link
4cd0fccc-24f2-44ab-aa58-617fb93aa9b8,c6487949-b71d-4800-903f-bbd7baad103f,0.294,link
48c1909e-4346-460d-bf48-2ebe96692f59,03bc3fb1-0cca-4c49-82d6-f681029d656a,0.3834,merge
021d08cf-64c1-4ce2-a2dd-ac1341a5b992,2787ceed-a469-4e9b-bf52-80f7663b7219,0.1576,link
6a0d2fad-6353-423c-a052-52cbf79563d9,52eb55e9-0570-47da-801c-c4136aecf443,0.1457,link
ad266e3e-c7cc-46c6-ab98-9cf30bbc5a8d,81e4be28-4729-410a-b42d-6bd33f6845ab,0.1987,link
92e7837f-1ddb-4bba-aeea-c57d1b06fb68,7b59cb2b-036a-49e3-b365-b22b59742e8a,0.1526,none
025c5fd7-e1c2-46d1-bff0-dd069283e024,46a0e71e-23a8-4238-bddf-41d176a7a218,0.2137,link
6bbc3041-2442-4cef-aa0a-2b7e5cb163bb,b12d164b-fb98-4301-a18d-4630b9ed90d2,0.1823,link
a4ae5894-1fde-4717-974c-a8596e8fda59,5d8deafa-5906-45bc-a1e6-2e665ec28f55,0.3534,merge
2b3b90d8-b154-4c00-8f4f-24f8289de1ea,61784f92-07f7-4311-83ba-f008e6bcddec,0.1228,link_regional
a93e1119-b5dd-40f1-82ee-358b26577328,f660a72c-19db-4acb-8738-3b0eb6ddcf5b,0.1294,none
48638817-6e2e-4843-b4b0-5e68cf4d0d66,1337f2d3-596d-4d6f-84b6-f3fdc13e3de8,0.1265,none
dd136a0e-4e90-4376-907c-115bc32d2281,cd72c42a-7065-4d78-af24-cd0aae0ab687,0.1246,none
132a37f0-d90b-4f9f-bf99-b907d40423cf,950eaf3c-ca3f-4157-9ba6-527bb98eaff0,0.1282,link
641b1639-918d-4de8-8817-1b76b90bbca0,7094a379-5aa4-41e1-8603-410712508f12,0.2161,link
b5d47cfd-5464-479a-bc45-92295be22718,ef9d0130-3051-4c63-987b-85f27e0096ad,0.1273,link
1cd1f57b-54f2-4d66-8f1f-f1ff28451349,284a784c-de02-4afd-92fd-f1cf760592b9,0.1814,none
c879bd24-477f-4632-b082-f3c69280a8cb,2c4428ca-d2de-46a3-8947-5c7e3857fcbf,0.1816,link
6225e0ec-3dcb-42a1-b5b2-f37e623f17a5,3ab8eb7e-dd3c-4df4-b2f3-34ae28ae7ad2,0.2147,link
76ceeabe-e014-4202-aa7c-0445bf8895b1,8a4ddacf-bca8-4117-b81f-7e03833ad712,0.164,link
c871d478-adff-4f53-a07b-d605c7f4af2b,1000aa2d-21e7-4b1b-b4eb-fc39fddbd1b6,0.1385,none
70de2f85-1073-44ca-9900-8d130007ff28,497efb57-82a1-4b71-95b4-03e170750f29,0.225,link
6c454930-d855-47df-8ef7-98293a0f17e7,cc804414-0544-40c8-bbc1-b2ae43048fdb,0.2045,link
193be4ed-cab7-4597-ae3f-b2846ee54ba1,b78633bd-b495-4e6e-8b30-af21525f9bfe,0.1892,link
6a492d16-3959-4598-9dfb-cebbbb5ea4d1,d8e35819-15d0-4d8a-8013-9fd76a46876b,0.2045,merge
53fe1853-4346-45d6-9882-7cc928fa6e5f,40851465-0398-4da4-8c14-2a6ffff0ad1a,0.2235,link
ba98514c-286f-49bd-b123-13ee69f23a16,5033b01b-d7f1-4373-90b2-63a883369eaf,0.1231,link
a0e2b966-dd90-4103-bf49-710c0219638c,23cd85cd-3436-44e2-942a-a35b70e5b126,0.1317,link
12f10265-0c6f-4fa8-94b9-9103713a58d5,0bfc6bb1-4a7b-42f3-a42f-8afb5aa79d42,0.2119,merge
b084b603-e20a-472f-97e9-db74a244e236,61784f92-07f7-4311-83ba-f008e6bcddec,0.1525,link_regional
e6e3b1d7-891a-4401-b56e-38e51bab17d3,423d1623-8574-433d-8502-98c00d94778f,0.1738,merge
7c8cf153-0156-4e02-89c7-512a78aa6f67,84631d57-04fd-42eb-970a-39615de569ed,0.1804,none
53bb8a63-d129-40f7-adae-f33443df7ded,6d017c4d-0a12-4e41-8ff6-c7c87f151ce7,0.1371,none
6f95b504-23d1-4797-b749-730e6a3bf413,6d7286b2-9fee-4db9-837b-0e4cd2f33831,0.2287,link_regional
b5987a9f-c80d-4e1e-a3c3-b56c406d3e81,07ada203-6126-4e8b-89ab-b155ee46ac71,0.201,link_regional
41d39c21-59ef-4252-817d-f7c162b47625,ca236008-1815-407f-85d4-4cec69f6ab53,0.3043,link_regional
89960a6c-8a22-4f58-8e0a-4c05b911b96f,67a619e3-dcff-4608-bad8-bfcf40d6790a,0.4548,merge
0c3aec75-e738-42d8-ae38-8bf34f63f7c1,11c1397e-c630-483f-a2b3-7b3da546f059,0.1692,merge
5f03d280-96dd-4d1b-b13a-9a931264a501,11c1397e-c630-483f-a2b3-7b3da546f059,0.1771,merge
84f82c8d-44c5-4594-936a-668251552981,10f7bcd8-ed93-40d4-a0c2-68c9077155f5,0.1772,link
555e8ea2-f5cc-4ccb-884d-a650b2e9f9d5,655e1420-20d6-4b2e-9abc-e48bbc226aec,0.1776,none
5e3e7782-3b60-4f7f-b996-5140a63dc426,1caf0827-2de9-45d0-9bd6-caa1d37f9f51,0.2689,link
f6c4c9cd-297b-431f-b6a4-a455b3c1a8e1,2082b2b5-cf15-40bf-9883-75ea60257f1f,0.1279,link
5c7a59e3-08d3-4bed-8c65-7ee24c4fe0df,7afaf05d-e7d5-4e39-ad8b-c11c89a1bb41,0.1676,merge
2a6d6b9d-6f83-4a6e-a673-720208dd5735,7afaf05d-e7d5-4e39-ad8b-c11c89a1bb41,0.1644,link
eabf61f5-a1d6-4919-a314-5f037d16de9f,3b4eda22-1b25-494c-b604-a3cae4ae1193,0.1175,none
ea50a72d-9fd9-478a-899f-b8cc972e2f76,480de828-0f36-483b-8bd1-08bfe0ac818b,0.1066,link
879e20f6-943b-45ed-b730-ca9373cfa981,480de828-0f36-483b-8bd1-08bfe0ac818b,0.1004,link
5d6e1a58-4913-46aa-81a0-29ce876a4f83,a8c251fe-a692-47ee-9c42-1f062fe289aa,0.1349,link
2e37e9a1-ea0a-48aa-aa3b-d18e5c7f1b8e,9d430a56-baee-45ba-8170-073dca3373d1,0.0981,link
92a56a33-8e06-41e4-a37f-72283e06ad33,287c88ba-dae2-41cf-aa15-fa26a75a8eba,0.1161,link
c3cfc110-3228-4116-8b2d-170f2902251b,950eaf3c-ca3f-4157-9ba6-527bb98eaff0,0.1402,link
a4073e47-d176-4939-aeb0-87c8e61f9f68,140cb064-d85b-4942-835d-130866386198,0.1089,link
89086ceb-f159-4172-8ca6-333a5cb7648a,40ad110f-50b4-435e-9054-11917175a39c,0.1068,merge
cda3e61a-53a7-4a49-bf40-e1822291e903,a9a7dcf9-dcb7-4b22-acc4-d09e5ba6a5a8,0.1003,link
8e347821-94cf-419d-be57-ece1121ee109,99739eab-488d-4439-afca-e84bd94fab52,0.3117,link
7e59fb32-84c2-4677-907d-ae8d811f0a94,c4915c25-2fe9-4607-b461-0a91b37a6a77,0.1568,link
88e51e50-8038-40d8-bff3-0641523e84cf,a8c251fe-a692-47ee-9c42-1f062fe289aa,0.2298,merge
d74ec066-d112-4acc-ab9c-629ac871c740,f498b24a-bf6f-4fdd-8be6-5819ef1f8780,0.1672,link
32b9525a-90b9-4195-b86b-b22a3eaf2c8b,cd72c42a-7065-4d78-af24-cd0aae0ab687,0.1273,link
1926bef0-0210-46eb-8890-c5e5b7fbfeb1,73a84e34-de31-4b1f-90c5-85b615fd2388,0.1249,link
50ca5921-4e98-47ea-ac53-d9f6337ff8be,03342bc5-c8e1-4ddf-bf7d-1d7ac01f9d55,0.1891,none
7cc1c5bf-b0c0-498f-921d-72910ce5e560,0095bc47-d71c-46d7-ad2a-9c6946cd9c8d,0.1999,link
a7dcf91d-09db-4e9f-88ed-d470759c266e,68860d19-0048-43cf-8ed7-7c3853bf3225,0.1854,link
4dc6b118-e4d2-482b-9e03-2a765e3a10b8,4be6ea75-d318-4224-88c5-789c4872e362,0.1914,link
cc282268-a554-4aa0-95de-347735cbb190,fa9525ca-34b9-41d4-9485-adcab65fdd24,0.0793,none
6bcb0b68-eae8-480e-937f-17c1b081dfdc,1a95bd4b-44ae-45bc-b78a-39ceca9c5e48,0.0413,none
