bncc_component_id,cc_component_id,similarity,match_tier
4c69eafa-6851-4746-85b6-0bdabb1d1ec7,4c69eafa-6851-4746-85b6-0bdabb1d1ec7,0.2294,merge
c009d3a8-6222-414c-ad93-5036f52c8e82,7d50010b-b8b5-4f67-80cf-4882098f6882,0.131,none
74b1bacf-6813-489c-b1fd-1acfe0b4e328,731b205e-a0ba-421e-9411-39db63b7c08e,0.1348,none
85a0905f-b411-4fbc-988c-7e09dc2dc42b,2f5de8f9-3e4a-49ad-90c2-9c1ac00ec43c,0.2764,link
8b69f69c-debb-41d1-9df2-85579c88a9c4,7e2a056f-3040-4ec3-b424-de43bf45ede3,0.1745,none
e6412c88-ec5e-4ece-87a0-a223273fdaf4,e6412c88-ec5e-4ece-87a0-a223273fdaf4,0.2605,merge
46e88182-5c96-4504-99bd-e5fa7ba6703c,2b6e7906-96e8-445b-8545-cad9968061d4,0.2359,link
a5b0aaca-1857-484e-920b-9fc71a400ddc,d62e232a-65e6-488a-a31d-499697d59f08,0.2531,none
6839d7c0-ec5f-4ff0-99f0-07bbba800eb4,407c4d2d-d940-422d-9120-9951620ab7c4,0.2262,link
7599f29e-e226-408f-ba69-f5e040624911,862c2cb7-2544-4462-ac73-5c2345b42e29,0.1608,none
8af31bce-2d52-46a6-a716-cc0fb10c043f,ea44488b-c63b-4db3-b0b8-d98a3b1fc766,0.4102,link
2943b0de-64d0-4033-b154-aff1bdec6c5c,2943b0de-64d0-4033-b154-aff1bdec6c5c,0.1858,merge
da5728e4-cf93-40ff-a8e4-dfbad2c330d1,45e2113f-7091-4914-be7c-d39f9e942aa2,0.2108,link
f02ab28d-c6b1-4831-9c94-0e5957ca0297,42b94c70-f691-457d-8304-d5b376323eb6,0.1228,link
27d88de6-5463-4061-866f-0bba2bf4be1f,27d88de6-5463-4061-866f-0bba2bf4be1f,0.207,merge
df5a35eb-248f-4321-b4a1-39c20189276a,3dc7587d-b188-4591-9eb2-a7c57a2d09c3,0.0847,link
39406590-b6e7-4ee6-8d13-49f09c631bfb,ce2acedd-e186-48e6-b80c-befd404f13cf,0.3022,link
df5121c5-00fc-47b5-ab01-ff2fba40f388,2c542028-4403-4e5d-a098-59a78cf45397,0.156,link
8b88a741-1238-45c1-8e48-f250d7e564c7,8b88a741-1238-45c1-8e48-f250d7e564c7,0.3561,merge
afc8fbfd-58a7-401b-88e6-0eaae356f6e0,afc8fbfd-58a7-401b-88e6-0eaae356f6e0,0.2712,merge
4c69eafa-6851-4746-85b6-0bdabb1d1ec7,4c69eafa-6851-4746-85b6-0bdabb1d1ec7,0.3097,merge
6a7328eb-433c-4cb7-9abf-bb7733b5b37f,f8250fb3-5b04-498f-8e6f-180032b0cfcc,0.3333,link
6a7e22c3-e5ee-4a93-9fea-ed814503cb66,cc3a03d4-575f-4ac9-acf6-6b0f646001b5,0.3762,link
b998afaf-7c73-4142-93a3-3770137305ce,e078250b-068c-43fc-9484-b31c2b7d12e8,0.1049,none
7e7c6e07-c52f-4d86-b366-fd59faca3207,b502a715-d1b6-4cd1-9173-16505ee8ea3b,0.1385,none
3cbbdb17-8a11-442b-bd01-a4ab3888dd0d,4b877474-165f-451d-a681-4f3f0316a022,0.0907,none
43b58b96-ef0e-4edd-bed6-d44b48c289f8,65e932be-59c5-4120-9e8a-e3f08eb2a849,0.2187,none
d62c0c9d-4386-42e5-bc07-b574f9cce4cb,d62c0c9d-4386-42e5-bc07-b574f9cce4cb,0.3936,merge
3acc0fad-12f0-4099-a21c-e9253ec2fed3,79bf3481-d6b0-4169-8f1d-4780f3f0bad0,0.2341,link
f26e5ee1-a489-46f9-ae6b-a36f80d8d0d5,d06bc5c9-e04e-4cd3-b360-053537e45341,0.1398,none
dddddad8-85ec-4921-84a4-d951de06ec3d,ea44488b-c63b-4db3-b0b8-d98a3b1fc766,0.3974,link_regional
3d198392-775e-4760-852d-92268bcb7dc0,ea44488b-c63b-4db3-b0b8-d98a3b1fc766,0.3941,link_regional
3a572a46-b345-4cc8-b735-1a3f36093489,70d51eb0-4c49-45b7-bcca-b5376fb67fc5,0.1021,link
adbf7431-ec43-45e7-b1f6-09edd5ae9bf5,292cdd2b-0ccc-4d24-a721-a7ac4ca670c2,0.1766,none
0909a0fc-6795-430e-a999-535308b5bc05,7c81f6de-589e-4238-b4e3-7db574639aad,0.133,none
a94643ce-6c5a-46e2-921b-0fb4a29283de,5b1fa706-2513-4c32-b904-0907b1f666a6,0.1381,none
86f7cd6d-f2e6-4fc3-8230-00fae635d937,0a661566-6c41-4f70-91a3-1f544c51a193,0.2232,link
5d5627d0-10b8-4f61-9d11-d5f481465f9a,46db32db-f95c-4c3c-b250-16a85590f709,0.1855,none
714d4157-0baa-40b4-af45-c9411506deea,4ec4845b-adac-4734-8dcf-e8b1b9eb6173,0.2013,link
8566e00c-5034-4125-afc2-0738fb438a0a,ee56c877-94f8-4305-9514-d4c6fbd85c71,0.1038,none
08dae30e-d7d8-4e6c-9d5d-b57cc18576d2,d08b1c0b-8cad-4215-8f8d-1e6a54dbebc4,0.1581,none
d763dfc7-2598-4aa6-a0da-62bc2c153e76,0e96104d-8b51-458e-9b65-965da7f987f2,0.3086,link
b1caa30d-4ee0-4cd3-b49e-b49636d27683,9d000bd5-c1a3-43f8-8747-a9ec7434ea27,0.2943,link
139cf6a8-c71d-4d3e-95c7-5fa061db4da1,139cf6a8-c71d-4d3e-95c7-5fa061db4da1,0.3758,merge
5e5914b7-9498-45b3-aa3d-b47d4a2fbc80,6a6d763c-d8e5-4008-9bab-fa6bad0feef2,0.1632,link
b482d4f7-f53f-41d5-86c5-006f05902dd6,77472d13-191d-4852-8b1f-3160ef201399,0.2707,none
eef40c62-c30a-43fc-a794-ae4c47942c1d,811c5423-10ed-4727-9509-9d2a3248a4d4,0.1237,link
1c9a6292-36dc-4ae8-97ce-3dc6b7795ff3,eda73211-b9d2-407c-9dbe-0f8de4ee9c49,0.2599,link
c8956ebb-8bce-45d9-9e70-618304906ece,591daf4f-259e-4ec9-bfcd-22c1b012e9e9,0.1346,none
465b23d2-e36a-48ff-a46c-ac06dc2331d6,bff02455-e44f-47ed-a0d7-91412f947260,0.1698,none
f0dda911-ba7e-4842-994a-18d8e984f653,ddc44d64-41cc-45dc-8a54-fa532504c2bf,0.12,none
c13a69ce-7026-4411-95f6-fdaea05ee47c,c13a69ce-7026-4411-95f6-fdaea05ee47c,0.1879,merge
186d7a43-d5a8-4003-8ab7-66e974cd922c,186d7a43-d5a8-4003-8ab7-66e974cd922c,0.5088,merge
74f100a2-5488-4b87-9615-e68d92e2327c,28c18da3-fd37-48db-abde-7a9995f3d6e2,0.5287,link
7b68db90-9e43-454c-9ccb-db93587b662c,799a23f5-5d4b-42f4-953f-7fb40115c9cd,0.2126,link
40c63807-415e-4e79-8517-fcbc9b3cf038,fa3578b9-5f32-4c23-9447-948299f630f0,0.1523,link
5c8796c7-710f-465f-8fb7-0870fc5c561f,799a23f5-5d4b-42f4-953f-7fb40115c9cd,0.164,link
d3bfcaf1-a87e-4277-b7d6-7a1f9860d235,d3bfcaf1-a87e-4277-b7d6-7a1f9860d235,0.322,merge
85231772-3fa8-4792-8880-f4fe4502e3ff,45bf24ee-e426-4caf-aba8-41081b4c4299,0.189,link
1d749a2b-635c-4f44-b6bd-1ad716d4f22e,7371eefd-31db-44c6-8d27-713885521f2e,0.2303,link
de0952f4-1003-459c-88d1-b5313b4d1760,a8bca3a9-2c43-4937-a11c-b89ce686ee55,0.3106,none
a8ace160-7879-4b79-ae60-3698e4b23a21,a070a886-0bc5-4bbc-a825-408258a94ac0,0.1303,none
f9287867-14c5-4dbc-ae11-c3c205592ce8,b280a657-78be-45ff-abf0-4f729204ebd0,0.1633,link
6f8055f2-2b6b-460c-9d03-9e47ea5d365a,17c98dc2-e8c3-4c2e-b26b-c6514398dcab,0.3946,link
dff20354-4302-4bcf-8bba-dc86b46e47f7,0c688fe4-2704-44b7-9c99-2d7c8ac7a1ff,0.2823,none
4d7e776a-3402-4069-ae1d-1fcb3fe8cf5e,fcac7c5a-8a04-4b04-a2dd-000be078d68d,0.3183,none
e4aaa7ed-7d3e-4188-b123-4cb3542e3768,08df85bd-4c73-4d50-8721-1f0f03ece460,0.1106,link
3538e057-145a-4ed6-8b86-07d1d9ba82c4,41818481-d727-4251-9e46-633786b49286,0.2128,link_regional
684873b2-e943-49eb-ba7e-89f45c7ca08e,fa5564e6-156c-4910-a119-f23a9c4e7e8e,0.157,none
e819148b-a23e-4305-8cd7-22205e9dd533,b597a009-0fa1-48f4-b1c7-1a5ca208acd4,0.1172,link_regional
d8c9c5a9-84cc-48f0-aa12-6594bb9119d3,ea44488b-c63b-4db3-b0b8-d98a3b1fc766,0.2885,link_regional
4bd9e1ac-8d35-470e-a918-e9afcbc333fa,1718534e-e13f-4bec-8d16-7e47a89c33d6,0.0985,link_regional
46db32db-f95c-4c3c-b250-16a85590f709,46db32db-f95c-4c3c-b250-16a85590f709,0.5029,merge
c5b57cc4-0d39-43fe-a232-ff9bf8497e60,c5b57cc4-0d39-43fe-a232-ff9bf8497e60,0.3135,merge
e4f3dfc3-cc02-4f26-b564-6cc1286e5323,35dd790b-5318-4bfe-ab40-371e926286c0,0.2212,link
f84a230e-4a2e-4886-9a49-388acf1da6ab,0669ae14-a2aa-46ce-b453-f1712591b4f4,0.0408,none
d6df1b3f-81b6-43c6-b35e-2708d2f138dd,6c3672a4-6fc3-4b7b-9d32-3e66433bc689,0.1401,none
399546de-22c9-4175-98b0-ec13185c471b,2702bb64-57a2-4dd1-8e5f-0d911ea2d528,0.3024,none
72e68e64-cbc2-45eb-a601-19fc9d517537,9df4d837-d5f8-4d1f-bfaa-f04aae7ec62c,0.1368,none
8db9041c-73b8-4f4d-b84a-7fd4337f0faa,bdd6148b-6da3-4d1e-b94e-c54b50b61a05,0.2189,none
9cf6a1a3-c885-4b80-8424-96c69cf5dc72,0e84e7f6-039b-4744-8eec-e51dc4fdde9e,0.2686,none
f80cdf48-64c9-4195-a6a2-9c7608c26e72,06f91e03-9b82-4962-bfd0-47cdaff8156b,0.2976,link
88fdb39e-8c61-4d69-b82a-d9d4c7aa8094,cd8739fe-3ac7-4f83-8c9e-3123eebcc488,0.1325,none
2bb10da9-ba7e-4b6b-bdc6-84276b437ef9,88e138b8-544b-4143-954b-7feb4e26e89a,0.117,link
1361c64c-19e3-42d6-89db-fe1bb5830e75,e9d34933-48d3-4b52-940d-4b5b3f8525d8,0.1363,none
a8a96636-c918-4ef7-a2b7-be75ce62c02b,22b85cb7-9096-4c52-bf10-a00d2a010f4e,0.2422,link_regional
e6a2bbc3-8714-4ae2-8207-cd752b32843f,06da0b4f-e0f5-479b-b748-6e6f09d92a15,0.2105,link
a0e2b966-dd90-4103-bf49-710c0219638c,2ad593d5-1a39-48b9-9850-5672ad68175b,0.1317,none
12f10265-0c6f-4fa8-94b9-9103713a58d5,85972102-4f88-45dd-97bd-954ddf145835,0.2119,link
b084b603-e20a-472f-97e9-db74a244e236,61784f92-07f7-4311-83ba-f008e6bcddec,0.1525,link_regional
e6e3b1d7-891a-4401-b56e-38e51bab17d3,5928323c-927b-4d23-90e4-849e34080ace,0.1738,link
7c8cf153-0156-4e02-89c7-512a78aa6f67,84631d57-04fd-42eb-970a-39615de569ed,0.1804,none
7c5f7017-afb7-491f-8f6b-8437d221ccb4,2ad593d5-1a39-48b9-9850-5672ad68175b,0.1858,link
2ad593d5-1a39-48b9-9850-5672ad68175b,2ad593d5-1a39-48b9-9850-5672ad68175b,0.4204,merge
d30adc09-d0e4-4c2f-bf0b-336f2e5b3b0b,5928323c-927b-4d23-90e4-849e34080ace,0.1597,link
4cd0fccc-24f2-44ab-aa58-617fb93aa9b8,c6487949-b71d-4800-903f-bbd7baad103f,0.294,link
03bc3fb1-0cca-4c49-82d6-f681029d656a,03bc3fb1-0cca-4c49-82d6-f681029d656a,0.3834,merge
021d08cf-64c1-4ce2-a2dd-ac1341a5b992,2787ceed-a469-4e9b-bf52-80f7663b7219,0.1576,link
6a0d2fad-6353-423c-a052-52cbf79563d9,4d1daa46-8b5c-4b74-900d-e5d5d6a2cadc,0.1457,link
ad266e3e-c7cc-46c6-ab98-9cf30bbc5a8d,97218c2b-a8f6-4c8b-a287-b0a19eea8879,0.1987,none
92e7837f-1ddb-4bba-aeea-c57d1b06fb68,7b59cb2b-036a-49e3-b365-b22b59742e8a,0.1526,none
025c5fd7-e1c2-46d1-bff0-dd069283e024,6f75dc5f-66db-400f-83e0-93bb41edfd10,0.2137,link
6bbc3041-2442-4cef-aa0a-2b7e5cb163bb,cae5a2a6-f7fd-422d-8133-d316b08751f7,0.2027,none
5d8deafa-5906-45bc-a1e6-2e665ec28f55,5d8deafa-5906-45bc-a1e6-2e665ec28f55,0.3534,merge
2b3b90d8-b154-4c00-8f4f-24f8289de1ea,c6487949-b71d-4800-903f-bbd7baad103f,0.1228,link
a93e1119-b5dd-40f1-82ee-358b26577328,f660a72c-19db-4acb-8738-3b0eb6ddcf5b,0.1294,none
48638817-6e2e-4843-b4b0-5e68cf4d0d66,1337f2d3-596d-4d6f-84b6-f3fdc13e3de8,0.1265,none
dd136a0e-4e90-4376-907c-115bc32d2281,b6848bf6-77e8-4682-ac93-6f31b932a31e,0.1291,none
132a37f0-d90b-4f9f-bf99-b907d40423cf,950eaf3c-ca3f-4157-9ba6-527bb98eaff0,0.1282,link
641b1639-918d-4de8-8817-1b76b90bbca0,3ab8eb7e-dd3c-4df4-b2f3-34ae28ae7ad2,0.2161,none
b5d47cfd-5464-479a-bc45-92295be22718,ef9d0130-3051-4c63-987b-85f27e0096ad,0.1273,link
1cd1f57b-54f2-4d66-8f1f-f1ff28451349,284a784c-de02-4afd-92fd-f1cf760592b9,0.1814,none
b26ea6c6-1bd1-4639-b9cc-b14bb3a6ef25,66ec5f23-8dd9-4eb3-82e6-ceef201d4a0d,0.2211,link
bfad9e76-67f4-4261-ab00-2288dcfe4882,aea53f49-d274-4a8a-9941-3fee1ac3726d,0.1695,none
467420c0-54ad-4b29-86ed-1dbc131cc4f9,467420c0-54ad-4b29-86ed-1dbc131cc4f9,0.0925,merge
2e21a6e2-fa83-459c-918d-f246e12e5c08,153c64c3-b002-404c-aefb-131f53aadfa1,0.1014,link
22666998-6fcb-47a5-9ba1-bc64bd199a9f,0037b720-73ac-4be9-a5d4-e976b26d67ed,0.0825,none
96452cc7-5c73-4f1f-90cc-de364533fe02,f94eb05d-90cd-4b8d-aca0-e13f7e9ae889,0.2443,link
56403fb7-1528-47f9-bf5d-513ca3bef790,71a69428-42b3-4877-a90c-8e9a16532059,0.1353,none
dea9b0b1-3132-4465-a956-277f29b46496,cdb594c2-8032-4919-ab3d-e834a5e0ee9b,0.4035,link
038bda15-f6a1-40a5-93a1-65fbcebc9aa3,e429fbe0-208c-43bb-a820-6ae28918a574,0.1569,link
4ac6b3e9-61d9-4104-a4a6-ffd793b0524e,dfc3e5b9-c1d9-437c-bbf2-a63a85ff4d53,0.1573,link
53e23575-3fd2-45b0-b3ac-c2ae6ee905b1,473d1bd3-aed4-4dcd-befe-f41700728f23,0.2116,link
25c26945-d906-4f8b-b605-5774af844a70,473d1bd3-aed4-4dcd-befe-f41700728f23,0.2165,link
e7fb690f-f36f-42ac-b3e0-3af304f779a1,473d1bd3-aed4-4dcd-befe-f41700728f23,0.1413,link
13a01b6d-ef7f-42b6-98f1-f41e06b9b598,4b877474-165f-451d-a681-4f3f0316a022,0.0893,none
f20bd949-78d3-4292-86b5-2e4e7bbb3b04,7c81f6de-589e-4238-b4e3-7db574639aad,0.135,none
49ceb8e8-0bbf-4f98-bd53-9cde687f0c18,bc6791eb-52c5-40c8-b7cf-ee5eb5ddaf0c,0.1065,none
af1d4c68-1ee8-48d2-8b8a-ac1b0ac61672,497efb57-82a1-4b71-95b4-03e170750f29,0.0944,link
aae3fc10-810e-448a-807a-394df8d20069,f83fe51e-c1e1-428b-9418-380d3adb52d7,0.18,none
